student_id,gender,school_type,parent_edu,commute_min,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,final_score,grade_band,passed
STU_01602,M,Charter,Bachelor,11,2.57,65.8,48.6,56.9,37.3,14.5,54.1,3,3,74.7,B,1
STU_01603,M,Private,High School,44,1.13,59.5,47.9,42.1,51.2,21.0,74.0,10,1,79.5,B,1
STU_01604,M,Public,High School,62,1.74,30.0,80.9,76.4,64.0,34.6,66.8,4,0,77.6,B,1
STU_01605,F,Private,Master,73,3.1,51.9,61.9,90.3,68.9,4.3,78.0,11,2,87.3,A,1
STU_01606,M,Public,Bachelor,14,3.58,100.0,95.2,87.9,67.1,14.8,82.6,10,2,100.0,A,1
STU_01607,F,Public,Master,13,3.16,79.4,75.9,45.4,71.9,40.0,77.4,12,0,100.0,A,1
STU_01608,M,Public,High School,15,2.19,66.0,53.2,56.3,64.9,10.9,72.3,4,2,85.2,A,1
STU_01609,F,Public,High School,14,2.7,91.5,53.7,46.8,75.4,34.9,94.0,12,1,100.0,A,1
STU_01610,F,Charter,Bachelor,32,2.65,84.3,67.0,64.9,92.0,7.4,87.8,1,1,88.5,A,1
STU_01611,F,Public,PhD,13,2.65,81.8,95.7,75.3,56.0,19.2,100.0,7,3,100.0,A,1
STU_01612,F,Public,High School,5,2.12,66.4,57.1,70.9,52.7,1.0,71.6,12,0,82.1,A,1
STU_01613,M,Charter,Master,17,1.84,71.1,37.7,36.7,72.6,1.0,71.2,13,0,60.4,C,1
STU_01614,M,Public,Master,7,2.41,86.6,48.9,91.4,54.7,1.2,56.4,4,0,82.8,A,1
STU_01615,F,Private,High School,5,3.96,99.6,95.3,53.6,41.6,5.1,52.3,12,1,94.3,A,1
STU_01616,F,Public,High School,19,3.32,76.4,59.8,72.1,77.8,9.5,70.2,9,3,86.9,A,1
STU_01617,F,Public,High School,6,2.17,85.5,91.2,79.0,88.2,22.1,90.2,7,0,100.0,A,1
STU_01618,F,Charter,High School,18,3.39,48.8,95.3,81.8,62.1,6.6,70.9,18,1,98.5,A,1
STU_01619,F,Public,Bachelor,9,1.0,55.2,33.8,53.8,20.0,1.0,72.3,0,0,46.9,F,0
STU_01620,M,Public,High School,27,2.33,68.4,61.3,64.4,29.9,16.5,41.3,9,0,77.1,B,1
STU_01621,M,Public,High School,120,3.28,58.9,96.5,57.2,51.5,6.0,59.7,5,2,90.9,A,1
STU_01622,F,Public,Master,23,3.41,70.3,66.2,94.2,55.1,14.0,100.0,9,1,100.0,A,1
STU_01623,F,Public,Bachelor,31,1.84,100.0,58.8,51.8,78.9,1.0,84.3,4,0,89.6,A,1
STU_01624,M,Public,Bachelor,75,1.04,100.0,69.4,25.0,65.3,1.8,34.1,7,2,52.7,D,0
STU_01625,F,Public,High School,14,2.7,53.2,97.1,57.4,99.9,10.1,74.2,21,1,100.0,A,1
STU_01626,M,Private,Master,5,2.47,70.6,77.9,63.8,89.2,40.0,51.0,7,1,100.0,A,1
STU_01627,F,Public,Master,9,3.16,71.6,74.6,72.6,76.0,25.2,81.1,10,1,100.0,A,1
STU_01628,M,Public,Bachelor,15,3.04,65.7,62.9,80.4,66.5,1.8,95.3,5,1,83.0,A,1
STU_01629,M,Public,PhD,31,3.02,53.0,44.9,84.7,41.7,13.7,100.0,13,4,80.6,A,1
STU_01630,F,Charter,Master,5,2.77,73.8,61.5,43.0,31.3,13.2,58.9,4,2,75.5,B,1
STU_01631,M,Charter,Bachelor,57,2.58,60.8,59.9,56.7,54.4,9.9,41.5,14,0,74.8,B,1
STU_01632,F,Private,Bachelor,5,1.0,45.6,64.0,35.5,20.0,1.0,42.2,9,1,37.6,F,0
STU_01633,F,Charter,High School,69,1.4,58.6,50.5,60.7,79.7,1.0,52.2,7,0,60.5,C,1
STU_01634,F,Public,High School,89,2.62,96.4,66.7,56.5,58.0,3.1,100.0,6,0,82.1,A,1
STU_01635,M,Public,High School,120,2.02,63.8,87.8,72.2,57.9,1.0,43.7,0,3,70.9,B,1
STU_01636,M,Private,High School,49,2.44,65.2,65.6,50.4,79.0,25.8,79.1,6,2,81.8,A,1
STU_01637,M,Private,High School,5,2.55,75.6,54.7,72.1,67.5,10.8,89.5,9,1,96.0,A,1
STU_01638,F,Public,Master,36,1.49,90.3,31.2,46.6,20.0,1.0,58.4,3,0,42.2,F,0
STU_01639,F,Public,High School,6,2.4,49.1,55.1,86.5,51.1,25.6,60.6,5,0,86.3,A,1
STU_01640,F,Charter,PhD,68,1.69,82.7,38.0,58.7,31.9,20.3,91.1,16,0,63.4,C,1
STU_01641,F,Private,Bachelor,11,3.77,83.6,66.1,46.7,88.5,6.9,74.0,12,2,100.0,A,1
STU_01642,F,Public,High School,11,2.69,91.6,100.0,68.9,65.1,3.8,57.3,17,1,92.6,A,1
STU_01643,F,Private,Bachelor,74,3.09,88.4,65.5,49.4,63.1,4.2,62.0,6,0,92.0,A,1
STU_01644,M,Public,High School,5,1.0,100.0,56.8,70.5,45.2,1.0,73.1,14,1,63.0,C,1
STU_01645,F,Public,PhD,6,2.8,65.8,100.0,66.0,60.6,16.7,68.2,5,1,86.9,A,1
STU_01646,M,Public,Master,16,2.26,58.2,42.7,63.7,41.3,2.6,81.5,9,3,72.3,B,1
STU_01647,F,Public,High School,36,2.72,64.1,75.1,36.6,54.3,21.9,66.7,2,2,93.3,A,1
STU_01648,F,Public,PhD,31,1.98,77.8,82.0,57.6,37.3,39.6,90.5,12,0,100.0,A,1
STU_01649,F,Private,Bachelor,33,1.04,90.0,57.2,25.0,53.7,1.0,89.8,12,1,56.9,D,0
STU_01650,M,Public,High School,63,1.27,95.8,44.0,61.2,63.8,5.4,63.7,6,0,60.5,C,1
STU_01651,M,Public,Bachelor,5,1.53,60.4,66.2,50.8,25.9,1.0,52.8,9,0,67.1,C,1
STU_01652,M,Public,Bachelor,22,1.41,100.0,36.4,55.1,82.4,1.5,36.6,8,0,74.9,B,1
STU_01653,M,Public,High School,38,2.81,80.7,64.2,71.6,90.0,33.8,83.2,3,2,100.0,A,1
STU_01654,M,Charter,Master,30,3.48,77.8,42.8,84.0,48.4,8.4,76.5,18,0,98.3,A,1
STU_01655,F,Private,High School,17,2.92,75.6,80.9,85.4,65.8,15.3,80.5,9,2,98.0,A,1
STU_01656,F,Charter,Bachelor,5,2.4,98.8,88.7,59.5,41.7,8.9,57.1,8,1,81.2,A,1
STU_01657,M,Charter,High School,5,1.42,54.4,70.1,51.0,35.6,7.4,43.4,11,2,62.0,C,1
STU_01658,M,Public,PhD,5,1.89,79.2,71.4,79.1,20.0,40.0,80.4,6,0,92.1,A,1
STU_01659,M,Public,Master,12,2.59,78.4,65.4,82.1,20.0,20.9,73.7,13,0,75.1,B,1
STU_01660,F,Charter,High School,5,1.68,47.8,46.2,68.4,49.5,27.8,76.7,8,0,79.7,B,1
STU_01661,F,Charter,High School,16,1.59,30.0,28.0,61.4,61.5,10.5,100.0,4,0,62.6,C,1
STU_01662,F,Private,High School,5,1.89,74.5,41.4,84.4,39.8,4.4,80.6,20,1,87.4,A,1
STU_01663,F,Private,Master,45,2.31,52.1,48.2,52.2,53.6,5.1,100.0,7,0,79.1,B,1
STU_01664,F,Private,High School,61,2.49,70.0,73.3,82.0,63.8,40.0,83.3,0,1,100.0,A,1
STU_01665,F,Public,Master,14,1.97,72.0,83.1,45.4,85.0,2.6,91.9,6,1,80.1,A,1
STU_01666,M,Public,PhD,21,1.17,39.3,55.7,34.6,59.1,1.0,66.7,1,1,63.8,C,1
STU_01667,F,Private,Bachelor,92,3.45,75.5,72.1,100.0,79.3,4.5,50.1,5,0,100.0,A,1
STU_01668,M,Private,High School,23,2.09,63.6,97.0,81.8,47.7,8.2,86.4,17,1,92.1,A,1
STU_01669,F,Public,High School,120,1.0,59.0,60.3,47.8,62.6,10.2,55.4,3,1,52.5,D,0
STU_01670,M,Public,Bachelor,5,2.78,67.2,40.0,31.4,42.0,8.9,60.0,11,0,77.9,B,1
STU_01671,F,Public,Bachelor,59,1.16,62.5,50.1,25.0,61.8,23.8,33.2,13,2,63.2,C,1
STU_01672,F,Public,Bachelor,20,3.4,59.4,65.1,83.3,100.0,18.8,91.8,7,2,100.0,A,1
STU_01673,F,Charter,Bachelor,5,3.07,100.0,35.7,83.0,53.7,4.0,86.3,21,3,79.6,B,1
STU_01674,F,Public,High School,107,3.44,48.0,96.9,76.9,54.4,39.8,76.4,8,0,100.0,A,1
STU_01675,M,Public,Master,100,3.5,86.4,78.8,82.3,63.8,15.8,95.5,14,2,100.0,A,1
STU_01676,M,Public,High School,14,2.31,68.4,99.3,25.0,59.4,1.7,95.9,0,0,71.7,B,1
STU_01677,M,Private,Bachelor,92,1.0,54.7,72.8,50.8,79.6,2.4,75.1,2,0,67.9,C,1
STU_01678,M,Public,Master,5,1.48,81.5,43.0,76.6,36.1,4.3,86.2,6,0,45.1,F,0
STU_01679,F,Public,High School,34,3.09,96.5,81.1,67.4,58.1,13.8,69.6,12,0,100.0,A,1
STU_01680,M,Public,Bachelor,6,2.15,76.5,70.6,79.8,20.0,35.9,75.2,10,0,91.3,A,1
STU_01681,F,Public,Master,8,2.64,78.1,64.9,100.0,54.8,6.3,96.3,4,0,100.0,A,1
STU_01682,F,Public,Bachelor,45,1.92,76.6,22.6,51.7,27.5,8.8,68.7,9,0,67.5,C,1
STU_01683,F,Public,High School,14,2.83,72.2,85.0,81.6,73.9,6.9,60.4,9,5,93.9,A,1
STU_01684,M,Charter,High School,5,1.19,82.5,20.0,46.9,47.7,23.9,46.4,28,4,65.1,C,1
STU_01685,F,Public,High School,16,3.65,58.2,49.3,71.5,100.0,40.0,61.2,10,5,100.0,A,1
STU_01686,F,Public,High School,7,1.68,49.0,63.2,68.2,80.6,13.7,63.8,2,5,78.5,B,1
STU_01687,F,Private,PhD,34,3.18,97.5,51.3,70.3,75.4,5.7,100.0,16,3,92.2,A,1
STU_01688,F,Public,Bachelor,6,3.52,47.2,60.3,100.0,80.8,14.6,70.6,2,1,100.0,A,1
STU_01689,F,Private,High School,55,2.86,71.6,71.7,46.4,64.4,4.6,63.3,35,0,83.0,A,1
STU_01690,M,Public,PhD,9,1.84,49.2,73.4,64.7,42.8,8.3,99.3,4,0,68.9,C,1
STU_01691,F,Public,Bachelor,14,2.12,70.0,55.2,62.8,47.5,4.8,25.1,5,0,76.5,B,1
STU_01692,M,Private,High School,10,3.48,68.4,100.0,100.0,73.2,20.3,29.0,11,3,98.1,A,1
STU_01693,M,Charter,High School,30,2.64,92.4,46.5,68.2,83.9,27.6,77.3,17,2,100.0,A,1
STU_01694,M,Public,High School,5,3.54,100.0,100.0,71.9,70.7,3.3,85.3,17,1,100.0,A,1
STU_01695,M,Public,PhD,19,3.22,57.6,55.9,76.7,75.1,31.6,97.2,7,1,100.0,A,1
STU_01696,M,Public,Bachelor,12,1.54,55.9,93.1,80.3,61.3,1.0,91.2,6,0,67.0,C,1
STU_01697,M,Charter,Master,64,1.0,59.9,79.3,50.1,47.8,10.9,62.7,4,0,48.2,F,0
STU_01698,F,Charter,High School,5,2.5,71.3,72.6,53.8,29.0,3.1,30.7,6,2,78.5,B,1
STU_01699,F,Public,Master,53,2.4,90.3,81.4,40.8,98.1,4.8,88.6,7,0,94.3,A,1
STU_01700,F,Public,High School,5,2.92,58.4,89.7,62.4,64.8,12.7,33.1,12,1,92.8,A,1
STU_01701,M,Public,PhD,5,1.61,66.6,50.6,57.9,61.9,1.0,65.2,8,1,73.2,B,1
STU_01702,M,Public,PhD,6,1.0,64.7,53.2,25.0,47.2,1.0,76.4,0,0,53.6,D,0
STU_01703,F,Public,High School,5,2.65,67.4,39.4,45.7,20.0,8.3,71.2,1,2,80.3,A,1
STU_01704,M,Public,Master,22,2.34,85.1,38.4,66.4,62.0,1.0,71.7,8,1,53.5,D,0
STU_01705,M,Private,Master,120,2.48,70.5,88.0,37.3,26.7,1.7,76.1,18,1,73.9,B,1
STU_01706,F,Charter,PhD,5,1.43,41.2,55.0,65.1,28.4,10.1,34.6,16,1,59.1,D,0
STU_01707,M,Charter,High School,18,3.65,55.2,98.9,66.7,87.1,40.0,76.4,8,1,100.0,A,1
STU_01708,F,Public,Bachelor,14,2.43,72.5,78.5,47.2,67.9,40.0,100.0,12,2,93.7,A,1
STU_01709,F,Public,Master,12,2.16,100.0,66.3,69.0,49.4,7.3,70.0,2,0,77.9,B,1
STU_01710,M,Charter,Master,12,1.05,78.6,78.9,54.1,23.6,12.8,48.9,7,1,62.5,C,1
STU_01711,M,Public,High School,67,2.01,90.5,84.7,64.7,54.0,10.2,96.9,16,2,80.2,A,1
STU_01712,F,Private,Master,5,3.47,78.2,60.7,77.4,67.5,3.0,100.0,10,4,100.0,A,1
STU_01713,M,Public,High School,44,3.41,78.9,47.3,69.5,76.6,30.6,46.9,16,1,100.0,A,1
STU_01714,M,Public,Master,8,1.2,74.2,32.8,26.6,60.9,14.5,39.7,5,1,47.9,F,0
STU_01715,F,Public,High School,14,3.07,78.4,97.3,39.8,70.6,4.8,54.1,2,1,93.8,A,1
STU_01716,M,Public,High School,16,3.9,84.1,96.1,36.5,94.3,40.0,100.0,8,1,100.0,A,1
STU_01717,F,Private,Bachelor,10,1.65,91.2,26.7,65.5,66.4,3.2,62.0,11,2,65.2,C,1
STU_01718,F,Public,Bachelor,5,2.74,77.5,65.2,60.0,73.0,6.7,81.3,13,3,83.2,A,1
STU_01719,M,Public,Bachelor,5,2.92,75.0,92.0,63.2,39.6,14.4,74.9,14,2,100.0,A,1
STU_01720,M,Public,Bachelor,10,1.34,99.5,37.0,25.0,29.9,9.3,88.9,2,1,52.5,D,0
STU_01721,M,Charter,High School,51,3.34,87.5,73.8,47.3,82.0,15.9,62.9,1,1,100.0,A,1
STU_01722,M,Public,High School,5,2.13,41.4,81.8,38.9,40.7,1.0,49.2,7,1,60.7,C,1
STU_01723,M,Public,Master,40,2.47,60.1,80.4,41.0,53.4,4.8,64.1,12,0,77.2,B,1
STU_01724,F,Public,High School,10,2.62,51.8,42.4,61.0,87.0,1.0,61.5,11,0,60.7,C,1
STU_01725,M,Public,Bachelor,64,3.19,87.4,86.3,56.3,81.3,7.0,72.1,4,1,100.0,A,1
STU_01726,F,Public,Bachelor,16,1.7,95.5,61.9,82.4,60.0,19.7,46.5,0,1,81.8,A,1
STU_01727,F,Private,PhD,5,1.2,84.0,69.1,65.7,47.3,1.0,100.0,6,2,66.6,C,1
STU_01728,F,Public,Bachelor,120,3.33,75.8,61.8,100.0,92.4,4.8,53.0,6,1,91.6,A,1
STU_01729,F,Public,High School,5,2.41,100.0,82.8,66.4,73.4,30.6,30.5,24,0,99.9,A,1
STU_01730,M,Private,Master,25,2.39,79.9,73.3,26.5,69.9,2.8,82.4,10,0,76.9,B,1
STU_01731,F,Public,PhD,25,1.6,87.8,86.8,100.0,20.0,5.1,54.4,7,0,76.0,B,1
STU_01732,F,Public,Bachelor,13,2.94,83.9,66.8,58.3,66.9,6.2,90.7,3,0,90.9,A,1
STU_01733,M,Public,PhD,90,1.0,49.3,35.3,59.7,35.4,1.0,20.0,0,0,43.1,F,0
STU_01734,M,Public,Bachelor,55,3.14,70.4,46.7,84.3,57.0,5.0,91.9,14,1,95.9,A,1
STU_01735,F,Private,Bachelor,53,2.92,85.7,95.1,74.8,74.5,13.1,77.0,18,1,100.0,A,1
STU_01736,M,Private,High School,109,2.49,81.2,21.1,42.8,68.3,1.0,80.6,9,2,86.6,A,1
STU_01737,M,Private,Bachelor,18,1.88,69.7,26.8,54.0,72.1,1.0,42.3,19,2,64.0,C,1
STU_01738,M,Private,High School,5,3.14,70.1,72.6,48.5,69.7,4.0,62.2,10,1,82.5,A,1
STU_01739,M,Public,High School,43,3.51,89.7,63.6,72.7,58.9,7.2,100.0,4,4,100.0,A,1
STU_01740,F,Public,High School,14,3.33,96.2,45.6,48.9,55.8,17.4,74.4,4,0,100.0,A,1
STU_01741,F,Public,High School,6,2.25,78.9,74.2,62.5,100.0,7.3,57.4,8,1,85.7,A,1
STU_01742,F,Public,High School,19,2.48,100.0,77.5,63.3,89.5,8.2,92.9,8,2,94.5,A,1
STU_01743,M,Charter,Bachelor,77,3.63,100.0,80.9,100.0,76.2,9.0,53.2,10,2,100.0,A,1
STU_01744,M,Private,High School,5,1.0,60.9,69.9,59.8,20.0,14.0,59.9,4,0,64.5,C,1
STU_01745,F,Public,PhD,56,1.93,86.8,65.1,60.5,59.1,1.0,43.4,10,0,74.6,B,1
STU_01746,M,Public,High School,16,2.17,100.0,20.0,49.7,74.8,9.6,100.0,0,0,68.2,C,1
STU_01747,M,Public,Bachelor,5,2.24,59.5,55.6,58.0,72.5,37.5,66.2,9,0,100.0,A,1
STU_01748,F,Public,High School,56,1.31,81.2,57.7,32.4,62.8,6.6,80.1,16,0,60.8,C,1
STU_01749,M,Public,High School,104,3.71,49.4,89.2,88.7,100.0,19.7,49.4,7,3,91.7,A,1
STU_01750,F,Public,High School,10,3.27,91.5,79.0,78.9,60.3,4.2,100.0,9,2,98.2,A,1
STU_01751,M,Charter,Bachelor,10,3.52,95.7,87.0,25.0,67.6,13.3,63.6,20,3,100.0,A,1
STU_01752,M,Private,Master,14,1.48,69.9,43.8,69.2,75.2,1.5,53.3,1,0,63.3,C,1
STU_01753,M,Public,High School,50,2.8,71.0,68.1,68.1,38.6,15.7,100.0,3,0,92.2,A,1
STU_01754,F,Public,High School,5,1.02,69.1,62.1,84.1,59.7,1.0,67.5,13,2,63.3,C,1
STU_01755,F,Public,High School,7,1.37,49.0,99.1,31.8,68.7,6.9,86.5,16,2,63.5,C,1
STU_01756,F,Private,Master,36,3.53,73.2,56.7,100.0,73.4,11.7,32.3,10,3,100.0,A,1
STU_01757,F,Private,Master,15,1.53,69.2,68.1,68.8,55.2,12.8,40.7,6,0,65.1,C,1
STU_01758,M,Charter,High School,12,1.0,83.4,27.6,59.8,46.7,8.7,63.0,0,0,52.5,D,0
STU_01759,F,Public,High School,61,1.48,30.0,43.2,45.3,63.0,13.2,76.1,5,0,60.4,C,1
STU_01760,M,Private,PhD,74,2.24,77.2,82.5,25.0,20.0,30.0,58.6,5,0,81.6,A,1
STU_01761,F,Public,High School,88,2.53,59.9,72.0,67.4,90.7,10.3,22.8,4,0,93.3,A,1
STU_01762,M,Public,Bachelor,9,3.3,79.0,69.0,86.3,45.8,8.5,71.2,5,1,92.8,A,1
STU_01763,F,Public,High School,73,2.51,100.0,100.0,73.8,40.4,8.3,70.4,10,2,78.9,B,1
STU_01764,M,Public,Bachelor,40,1.19,60.6,40.7,52.7,29.1,10.2,42.3,4,2,46.0,F,0
STU_01765,M,Private,PhD,5,1.0,44.7,58.9,54.7,47.6,1.0,78.0,4,0,52.4,D,0
STU_01766,F,Public,PhD,28,3.03,48.2,84.9,58.6,65.9,4.1,100.0,17,1,94.6,A,1
STU_01767,M,Public,Master,5,1.0,71.4,20.0,50.7,32.9,1.0,42.7,4,1,46.0,F,0
STU_01768,M,Public,Bachelor,36,3.71,100.0,73.1,68.2,72.3,9.8,99.6,4,0,100.0,A,1
STU_01769,M,Public,Bachelor,39,3.57,49.4,51.7,62.2,75.4,4.2,80.9,8,0,100.0,A,1
STU_01770,M,Public,High School,46,1.0,81.9,20.0,25.0,37.5,1.0,44.8,11,4,48.4,F,0
STU_01771,F,Public,PhD,5,2.03,61.0,67.7,61.1,43.3,24.0,51.8,9,0,83.0,A,1
STU_01772,F,Public,Bachelor,29,3.96,80.4,89.8,94.8,98.0,15.4,69.5,15,1,100.0,A,1
STU_01773,F,Public,Bachelor,5,1.22,94.1,40.1,25.0,20.0,32.8,70.3,6,0,69.2,C,1
STU_01774,F,Charter,High School,87,1.74,66.4,37.4,73.8,46.5,3.2,100.0,7,1,65.0,C,1
STU_01775,M,Public,Bachelor,33,1.0,77.6,80.7,58.5,56.0,1.0,66.9,10,0,83.4,A,1
STU_01776,F,Public,PhD,5,2.65,64.6,100.0,78.9,74.6,23.7,82.8,7,0,100.0,A,1
STU_01777,M,Public,Bachelor,6,1.0,63.9,62.3,33.0,59.6,5.8,20.0,13,2,61.2,C,1
STU_01778,M,Charter,High School,32,1.0,67.6,51.2,47.9,55.0,5.5,47.7,0,0,62.8,C,1
STU_01779,F,Private,High School,19,1.0,64.6,37.9,52.8,41.8,5.3,58.6,7,1,49.3,F,0
STU_01780,M,Public,High School,39,1.25,32.5,58.3,69.7,24.6,16.3,63.9,19,1,69.3,C,1
STU_01781,F,Public,PhD,9,1.91,74.6,57.9,43.1,57.3,11.7,81.5,3,0,79.3,B,1
STU_01782,M,Private,PhD,32,2.27,84.7,76.7,65.5,60.8,1.8,43.2,16,1,73.7,B,1
STU_01783,F,Private,PhD,5,1.3,72.7,78.0,58.7,57.2,11.0,65.9,1,0,75.8,B,1
STU_01784,F,Private,Bachelor,23,3.24,93.7,78.7,97.2,57.7,11.6,92.4,6,1,100.0,A,1
STU_01785,F,Charter,Bachelor,94,3.04,82.6,71.7,56.8,64.1,3.1,41.2,9,1,86.0,A,1
STU_01786,F,Charter,Bachelor,29,1.0,44.0,20.2,41.8,37.3,1.0,54.0,1,2,45.4,F,0
STU_01787,F,Public,Bachelor,5,2.79,68.8,76.4,85.5,45.2,18.2,51.0,19,3,100.0,A,1
STU_01788,M,Public,Bachelor,120,2.5,57.5,78.0,70.6,73.9,31.7,94.9,8,1,100.0,A,1
STU_01789,F,Private,Bachelor,5,1.18,30.0,72.9,73.6,52.7,3.7,100.0,11,0,66.5,C,1
STU_01790,M,Private,Bachelor,37,2.5,93.5,29.7,66.4,86.7,15.0,54.2,16,2,74.1,B,1
STU_01791,F,Public,High School,22,2.26,100.0,69.5,67.0,100.0,1.0,100.0,11,1,82.0,A,1
STU_01792,F,Charter,High School,10,3.35,66.3,60.0,48.8,66.0,11.2,64.0,5,0,90.3,A,1
STU_01793,F,Public,Master,5,1.92,76.2,73.8,25.9,69.7,6.7,78.0,6,1,68.7,C,1
STU_01794,M,Public,PhD,5,3.34,61.8,77.6,61.2,77.4,40.0,65.3,13,1,100.0,A,1
STU_01795,M,Charter,Bachelor,58,2.38,78.5,51.0,62.1,55.5,40.0,62.6,9,0,100.0,A,1
STU_01796,F,Public,High School,61,2.3,96.2,96.6,60.7,59.2,7.1,61.6,7,1,91.3,A,1
STU_01797,M,Public,PhD,18,3.92,89.7,71.5,72.5,68.9,6.4,84.3,24,1,100.0,A,1
STU_01798,M,Public,Bachelor,5,1.0,87.2,37.6,66.5,40.5,4.1,51.8,8,2,49.0,F,0
STU_01799,M,Public,Bachelor,64,1.06,95.9,42.1,57.3,41.5,9.3,48.8,1,0,56.7,D,0
STU_01800,F,Public,Bachelor,20,2.43,100.0,26.9,70.3,65.8,15.9,44.7,0,1,83.0,A,1
STU_01801,F,Public,Bachelor,17,1.0,74.7,20.0,47.6,26.2,1.0,76.7,0,1,46.5,F,0
STU_01802,M,Public,Bachelor,15,1.61,56.1,80.1,25.0,44.5,14.1,31.8,5,1,59.1,D,0
STU_01803,M,Charter,Master,13,3.31,66.6,74.0,89.2,42.8,38.8,78.5,2,1,100.0,A,1
STU_01804,M,Charter,High School,22,2.73,73.3,77.4,65.1,66.1,3.0,60.6,14,1,94.8,A,1
STU_01805,F,Public,High School,27,3.53,74.2,80.0,54.4,72.3,10.9,65.9,20,0,100.0,A,1
STU_01806,F,Private,High School,18,1.69,46.5,62.7,94.3,85.0,21.6,64.9,6,0,89.1,A,1
STU_01807,M,Public,High School,68,1.4,70.3,53.2,77.2,62.7,1.0,76.4,0,0,75.6,B,1
STU_01808,M,Public,High School,11,2.89,78.9,56.4,69.8,66.2,2.0,68.7,10,2,79.4,B,1
STU_01809,M,Public,High School,25,2.57,59.1,77.8,52.2,42.4,40.0,50.3,10,3,98.2,A,1
STU_01810,F,Charter,High School,10,2.56,74.2,69.3,34.8,32.1,15.4,89.8,11,3,86.1,A,1
STU_01811,F,Charter,High School,41,1.89,51.5,36.7,63.0,20.6,1.0,64.6,7,2,66.5,C,1
STU_01812,M,Public,High School,5,1.0,73.4,62.4,32.6,65.6,2.8,54.9,5,0,53.7,D,0
STU_01813,M,Public,High School,6,2.54,60.3,96.7,64.2,66.0,10.7,50.7,33,0,100.0,A,1
STU_01814,M,Public,Bachelor,48,2.91,82.5,76.2,72.1,91.8,31.3,78.2,9,2,100.0,A,1
STU_01815,F,Public,Bachelor,6,3.41,89.5,61.9,85.2,100.0,6.9,94.5,6,4,99.3,A,1
STU_01816,M,Public,High School,29,2.65,90.0,71.3,80.8,63.5,20.9,87.6,4,3,100.0,A,1
STU_01817,F,Public,Bachelor,105,1.0,100.0,65.4,38.1,62.3,1.0,85.2,0,2,53.0,D,0
STU_01818,F,Private,PhD,22,1.68,80.2,35.3,79.0,76.8,22.7,84.2,12,0,77.1,B,1
STU_01819,M,Public,PhD,6,2.22,73.2,52.3,63.2,49.6,16.3,49.6,14,0,78.4,B,1
STU_01820,M,Charter,High School,11,2.97,93.6,70.3,55.0,78.0,35.6,66.4,17,1,100.0,A,1
STU_01821,M,Private,Master,52,2.43,46.3,57.9,79.4,100.0,5.8,60.5,2,0,84.8,A,1
STU_01822,F,Public,High School,13,1.05,61.5,54.1,81.9,20.0,36.7,40.8,2,0,70.2,B,1
STU_01823,F,Private,High School,38,3.17,69.0,99.8,79.1,46.2,21.1,92.1,6,4,100.0,A,1
STU_01824,F,Private,High School,45,1.56,57.2,25.9,58.4,51.4,1.0,57.3,2,0,45.4,F,0
STU_01825,F,Public,High School,20,1.91,68.8,31.7,76.1,53.3,1.4,42.4,0,1,63.6,C,1
STU_01826,M,Public,Bachelor,45,2.44,100.0,56.2,37.5,20.0,19.4,25.3,2,2,74.7,B,1
STU_01827,F,Charter,Bachelor,11,2.12,69.4,66.0,36.0,50.5,6.2,100.0,5,0,87.0,A,1
STU_01828,F,Public,Bachelor,21,1.64,80.8,31.1,71.7,32.5,14.6,52.0,9,1,53.3,D,0
STU_01829,M,Public,High School,34,2.81,61.3,100.0,87.0,89.7,8.3,71.3,9,2,96.0,A,1
STU_01830,F,Public,High School,5,2.15,60.0,79.3,46.1,79.1,10.7,57.0,0,3,76.9,B,1
STU_01831,F,Private,High School,9,1.88,55.9,32.6,40.0,62.7,3.1,51.4,3,3,53.8,D,0
STU_01832,F,Private,High School,31,1.0,55.6,51.1,38.1,74.2,3.2,91.0,5,1,63.0,C,1
STU_01833,F,Charter,PhD,31,1.0,96.0,58.1,67.3,69.7,18.1,50.2,2,1,79.6,B,1
STU_01834,F,Public,Master,20,2.88,69.5,51.7,59.8,100.0,9.4,68.3,9,0,100.0,A,1
STU_01835,F,Public,PhD,47,1.35,56.7,20.0,42.9,61.6,10.5,86.3,1,2,73.5,B,1
STU_01836,M,Public,Bachelor,19,2.03,81.4,44.2,46.4,60.6,1.3,64.9,3,0,62.1,C,1
STU_01837,M,Private,Bachelor,63,1.0,70.9,69.6,56.8,61.2,9.5,62.3,0,0,65.0,C,1
STU_01838,F,Public,High School,39,3.04,100.0,45.3,48.9,48.0,2.9,26.5,8,2,80.2,A,1
STU_01839,M,Public,Bachelor,11,2.05,79.7,86.9,61.4,69.0,10.0,45.5,8,0,76.5,B,1
STU_01840,M,Public,Bachelor,15,3.43,100.0,55.1,30.9,59.7,12.2,40.5,11,3,96.8,A,1
STU_01841,M,Public,Master,33,1.0,48.1,20.0,42.3,58.8,2.0,67.4,5,1,46.5,F,0
STU_01842,M,Charter,Bachelor,67,1.5,69.2,78.8,50.8,41.8,18.0,44.6,2,0,72.9,B,1
STU_01843,F,Private,High School,5,1.21,82.9,42.5,89.2,20.0,6.5,27.6,7,0,67.8,C,1
STU_01844,F,Charter,Master,21,3.55,67.0,70.9,39.2,98.2,6.7,62.2,13,1,80.6,A,1
